record_name,ref_name
"Кабель МКШнг(А)-LSLТх 2x1 0,5/0,75 кВ","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"Кабель монтажные с полимерной изоляцией, не распространяющие горение, с пониженным газо-, дымовыделением, ТУ3581-003-17648068-2014 МКШнг(А)-LSLTx 2х1,0","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"Кабель монтажные с полимерной изоляцией, не распространяющие горение, с пониженным газо-, дымовыделением, ТУ3581-003-17648068-2014 экранированный МКЭШнг(А)-LSLTx 2х0,75","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"Кабель монтажный, с медной луженой жилой, изоляцией и оболочкой из полимерных композиций, не содержащих галогенов МКШВнг(А)-HF 1х2х0,75","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"Кабель монтажный, с медной луженой жилой, изоляцией и оболочкой из полимерных композиций, не содержащих галогенов, экранированный МКЭШВнг(А)-HF 1х2х0,5","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
Кабель связи витая пара U/UTP кат.5E 4х2х0.5 медь ПВХ Generica ITK,"Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"ЛАН ЮНИОН Кабель Премиум экранированный F/UTP, 4 пары, Кат.5е (Класс D), 100 МГц, проводники одножильные из чистой меди, AWG 24, огнестойкий, PVCLS Hr(A)-FRLSLTx, цвет зеленый, катушка 305 м","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"ЛАН ЮНИОН Кабель Премиум экранированный F/UTP, 4 пары, Кат.5е (Класс D), 100 МГц, проводники одножильные из чистой меди, AWG 24, огнестойкий, PVCLS Hг(A)-FRLSLTx, цвет зеленый, катушка 305 м","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"ЛАН ЮНИОН Кабель Премиум экранированный F/UTP, 4 пары, Кат.5е (Класс D), 200 МГц, проводники одножильные из чистой меди, AWG 24, внутренний, LSZH нг(А)-НF, цвет оранжевый, коробка 305 м","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
"ЛАН ЮНИОН Кабель Премиум экранированный S/FTP, 4 пары, Кат.6А (Класс ЕА), 900 МГц, проводники одножильные из чистой меди, AWG 23, внутренний, LSZH нг(А)-НF, цвет оранжевый, катушка 305 м","Кабель телефонный однопарный с медными жилами в полиэтиленовой оболочке с полиэтиленовой изоляцией, сечение 2х1,2 мм2"
Кабель витая пара U/UTP кат.5E 4х2х24AWG solid CU PVC сер. (м) GENERICA BC1-C5E04-111-305-G,"Кабель телефонный ТГ 10х2х0,64"
Кабель витая пара U/UTP кат.5Е 4x2x24AWG solid CU PVC Generica cep. (m) ITK BC1-C5E04-111 -305-G,"Кабель телефонный ТГ 10х2х0,64"
"Hyperline UUTP4-C5E-S24-IN-PVC-GY-305 (305 м) Кабель витая пара, неэкранированная U/UTP, категория 5е, 4 пары (24 AWG), одножильный (solid), PVC, -20°С - +75°С, серый - гарантия: 15 лет компонентная, 25 лет системная (Hyperline)","Кабель телефонный ТГ 20х2х0,64"
Артикул:Известняк серый Ничрасский Описание: Известняк Размер: 20х40х3 Цвет: серый Характеристика: матовый,"Камни из известняка, месторождение Андреевское, ширина 150, 250, 450 мм, толщина 30 мм"
"ЕАХ 410 С Клеевой анкер (винилэстер, без стирола)","Капсулы клеевые для химического анкера с наружной резьбой М8, длина капсулы 80 мм"
"Хим. анкер HIMTEX EASF 300 мл эпокси-акрилат для любого бетона, кирпича","Капсулы клеевые для химического анкера с наружной резьбой М8, длина капсулы 80 мм"
NC1008 Пруток-катанка горячеоцинк. 8мм ДКС,"Катанка из углеродистой стали, марки стали Ст3сп, Ст3пс, диаметр 5-9 мм"
"Катанка ф8 (6м=2,8кг,ст3сп/пс)","Катанка из углеродистой стали, марки стали Ст3сп, Ст3пс, диаметр 5-9 мм"
"Кирпич КР-л-пу 250х120х65/1НФ 175/1,4/100 175 терракот","Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
"Кирпич КР-л-пу 250х120х65/1НФ 200/1,4/100 200 серый Е","Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич КР-р-по 1 НФ 250х120х65 13% М250 СОРТ 1,"Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
"Кирпич лицевой светло-коричневый лиц. ст. 20мм, 1НФ","Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич полнотелый КРО М-175 250x120x65мм,"Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич полнотелый КРО М-175 250x120x65мм ОБОЛЬСКИЙ КЗ,"Кирпич силикатный лицевой полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич лицевой полнотелый красный 1НФ М-400,"Кирпич силикатный лицевой полнотелый фактурный, рустированный с ложка, размеры 250х95х65 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
Кирпич лицевой полнотелый красный рустик флеш 1НФ М-400,"Кирпич силикатный лицевой полнотелый фактурный, рустированный с ложка, размеры 250х95х65 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
Кирпич лицевой полнотелый красный флеш 1НФ М-400,"Кирпич силикатный лицевой полнотелый фактурный, рустированный с ложка, размеры 250х95х65 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
"Кирпич лицевой пустотелый коричневый, Гладкий 1НФ М-175","Кирпич силикатный лицевой пустотелый утолщенный, размеры 250х120х88 мм, марка 150-200, цвет желтый, коричневый"
"Кирпич лицевой пустотелый тёмно-коричневый, Гладкий 1NF M-175","Кирпич силикатный лицевой пустотелый утолщенный, размеры 250х120х88 мм, марка 150-200, цвет желтый, коричневый"
Кирпич лицевой пустотелый красный рустик флеш 1NF M-175,"Кирпич силикатный лицевой пустотелый утолщенный, размеры 250х120х88 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
Кирпич лицевой пустотелый красный флеш 1NF M-175,"Кирпич силикатный лицевой пустотелый утолщенный, размеры 250х120х88 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
"Кирпич лицевой пустотелый красный, Гладкий 1NF M-175","Кирпич силикатный лицевой пустотелый утолщенный, размеры 250х120х88 мм, марка 150-200, цвет зеленый, красный, терракотовый, черный"
"Кирпич керамический рядовой одинарный полнотелый 250x120x65, М-175","Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич КР-л-по 1НФ Белый Руст условно-полнотелый 11% М300,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
"Кирпич КР-л-ПО 250х120х65/1НФ 300/2,0/100 условно-полнотелый 11% М300 серый","Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич рядовой полнотелый 1 НФ 6% 250*120*65          М-200,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич рядовой полнотелый 1 НФ 6% 250*120*65 М-200,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич рядовой полнотелый 6% 250*120*65 / 1 НФ М-200,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич рядовой полнотелый 6% 250*120*65 /1 НФ М-200,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
Кирпич рядовой полнотелый 6% 250*120*65/ 1НФ М-175 Хранение,"Кирпич силикатный полнотелый одинарный, размеры 250х120х65 мм, марка 100"
"Автоматический спускной вентиль 1/2 """" CO-19-015","Клапан автоматический балансировочный с внутренней резьбой, с изменяемой настройкой, со спускным краном и импульсной трубкой, диапазон перепада давления 0,02-0,06 МПа, диаметр 50 мм"
Ручной балансировочный клапан с дренажем MVT- R DN40,"Клапан балансировочный ручной, присоединение к трубопроводу фланцевое, номинальное давление 2,5 МПа, номинальный диаметр 100 мм"
Ручной балансировочный клапан с дренажем MVT- R DN50,"Клапан балансировочный ручной, присоединение к трубопроводу фланцевое, номинальное давление 2,5 МПа, номинальный диаметр 100 мм"
Воздушный клапан KBK 100M,"Клапан воздушный под ручной привод или электропривод ВК, размеры 100х150 мм"
Воздушный клапан KBK 125M,"Клапан воздушный под ручной привод или электропривод ВК, размеры 100х150 мм"
"Дроссель-клапан (кр) 100- 120-0,5-Нп с площадкой с силиконовым уплотнителем","Клапан запорно-балансировочный, муфтовый, латунный, ручной, с измерительным ниппелем и дренажным краном, номинальное давление 1,6 МПа, номинальный диаметр 15 мм"
